geo,year,country,election_date,party_name,vote_share_percent,party_code,parfam,right_left_position,planned_economy,welfare_state,market_economy,inter_positive,democracy,sustainability_positive,parfam_code,parfam_label,total_poverty,gdp_per_cap,consumer_prices,f_unemployment,m_unemployment,t_unemployment,dependency_ratio_15_64,debt_to_gdp,"Less than primary, primary and lower secondary education (levels 0-2)",Tertiary education (levels 5-8),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",migration_inflow,median_age,population_total,urban_population_pct,wealth_top10_share,rel_migration
AT,2023,Austria,2019-09-29,The New Austria and Liberal Forum,8.103,42430,40.0,-10.077,1.537,9.735,3.501,3.416,8.625,6.149,LIB,Liberal parties,15.8,-1.15937778694629,130.4,4.9,5.3,5.1,51.5,78.4,18.5,33.6,47.9,81.5,147591.0,43.5,9131761.0,69.4658181096788,0.6164000000000001,0.016162380947114145
AT,2024,Austria,2019-09-29,Austrian Freedom Party,16.174,42420,70.0,2.703,5.405,7.658,0.45,0.45,8.559,2.703,NAT,Nationalist and radical right parties,15.5,,134.21,4.7,5.6,5.2,52.0,81.2,18.3,34.4,47.4,81.7,,43.6,9177982.0,,0.6171,
AT,2024,Austria,2019-09-29,Austrian People’s Party,37.457,42520,50.0,2.086,2.364,12.935,1.669,3.199,4.172,1.808,CHR,Christian democratic parties (in Israel also Jewish parties),15.5,,134.21,4.7,5.6,5.2,52.0,81.2,18.3,34.4,47.4,81.7,,43.6,9177982.0,,0.6171,
AT,2024,Austria,2019-09-29,Austrian Social Democratic Party,21.181,42320,30.0,-39.424,5.864,28.953,0.105,1.309,3.089,5.55,SOC,Social democratic parties,15.5,,134.21,4.7,5.6,5.2,52.0,81.2,18.3,34.4,47.4,81.7,,43.6,9177982.0,,0.6171,
AT,2024,Austria,2019-09-29,The Greens,13.9,42110,10.0,-21.661,4.218,15.729,0.0,2.241,8.436,15.773,ECO,Ecological parties,15.5,,134.21,4.7,5.6,5.2,52.0,81.2,18.3,34.4,47.4,81.7,,43.6,9177982.0,,0.6171,
AT,2024,Austria,2019-09-29,The New Austria and Liberal Forum,8.103,42430,40.0,-10.077,1.537,9.735,3.501,3.416,8.625,6.149,LIB,Liberal parties,15.5,,134.21,4.7,5.6,5.2,52.0,81.2,18.3,34.4,47.4,81.7,,43.6,9177982.0,,0.6171,
BE,1946,Belgium,1946-02-17,Belgian Socialist Party,32.85,21320,30.0,-13.5,5.9,5.9,1.6,1.7,7.6,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1946,Belgium,1946-02-17,Francophone Christian Social Party and Flemish Christian People’s Party,42.538,21520,50.0,30.1,8.5,10.0,10.0,1.4,1.9,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1946,Belgium,1946-02-17,Liberal Party,9.24,21420,40.0,15.3,0.0,5.8,15.3,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1947,Belgium,1946-02-17,Belgian Socialist Party,32.85,21320,30.0,-13.5,5.9,5.9,1.6,1.7,7.6,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1947,Belgium,1946-02-17,Francophone Christian Social Party and Flemish Christian People’s Party,42.538,21520,50.0,30.1,8.5,10.0,10.0,1.4,1.9,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1947,Belgium,1946-02-17,Liberal Party,9.24,21420,40.0,15.3,0.0,5.8,15.3,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1948,Belgium,1946-02-17,Belgian Socialist Party,32.85,21320,30.0,-13.5,5.9,5.9,1.6,1.7,7.6,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1948,Belgium,1946-02-17,Francophone Christian Social Party and Flemish Christian People’s Party,42.538,21520,50.0,30.1,8.5,10.0,10.0,1.4,1.9,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1948,Belgium,1946-02-17,Liberal Party,9.24,21420,40.0,15.3,0.0,5.8,15.3,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1949,Belgium,1949-06-29,Belgian Socialist Party,29.747,21320,30.0,-50.0,1.9,70.2,0.8,1.7,1.5,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1949,Belgium,1949-06-29,Francophone Christian Social Party and Flemish Christian People’s Party,43.549,21520,50.0,2.4,3.5,9.1,6.1,3.3,3.3,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1949,Belgium,1949-06-29,Liberal Party,15.249,21420,40.0,31.8,0.0,4.5,19.7,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1950,Belgium,1950-06-04,Belgian Socialist Party,35.91,21320,30.0,-13.5,0.0,8.1,1.3,1.3,1.3,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1950,Belgium,1950-06-04,Francophone Christian Social Party and Flemish Christian People’s Party,47.678,21520,50.0,1.6,3.5,9.3,5.8,3.3,2.5,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1950,Belgium,1950-06-04,Liberal Party,11.61,21420,40.0,21.7,0.0,3.5,14.9,1.2,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1951,Belgium,1950-06-04,Belgian Socialist Party,35.91,21320,30.0,-13.5,0.0,8.1,1.3,1.3,1.3,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1951,Belgium,1950-06-04,Francophone Christian Social Party and Flemish Christian People’s Party,47.678,21520,50.0,1.6,3.5,9.3,5.8,3.3,2.5,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1951,Belgium,1950-06-04,Liberal Party,11.61,21420,40.0,21.7,0.0,3.5,14.9,1.2,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1952,Belgium,1950-06-04,Belgian Socialist Party,35.91,21320,30.0,-13.5,0.0,8.1,1.3,1.3,1.3,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1952,Belgium,1950-06-04,Francophone Christian Social Party and Flemish Christian People’s Party,47.678,21520,50.0,1.6,3.5,9.3,5.8,3.3,2.5,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1952,Belgium,1950-06-04,Liberal Party,11.61,21420,40.0,21.7,0.0,3.5,14.9,1.2,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1953,Belgium,1950-06-04,Belgian Socialist Party,35.91,21320,30.0,-13.5,0.0,8.1,1.3,1.3,1.3,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1953,Belgium,1950-06-04,Francophone Christian Social Party and Flemish Christian People’s Party,47.678,21520,50.0,1.6,3.5,9.3,5.8,3.3,2.5,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1953,Belgium,1950-06-04,Liberal Party,11.61,21420,40.0,21.7,0.0,3.5,14.9,1.2,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1954,Belgium,1954-04-11,Belgian Socialist Party,38.99,21320,30.0,-31.0,4.0,12.0,1.0,3.0,7.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1954,Belgium,1954-04-11,Flemish Christian Peoples’ Union,2.202,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1954,Belgium,1954-04-11,Francophone Christian Social Party and Flemish Christian People’s Party,41.147,21520,50.0,4.2,1.9,9.9,2.4,1.4,1.8,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1954,Belgium,1954-04-11,Liberal Party,12.63,21420,40.0,38.8,0.4,0.8,36.4,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1955,Belgium,1954-04-11,Belgian Socialist Party,38.99,21320,30.0,-31.0,4.0,12.0,1.0,3.0,7.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1955,Belgium,1954-04-11,Flemish Christian Peoples’ Union,2.202,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1955,Belgium,1954-04-11,Francophone Christian Social Party and Flemish Christian People’s Party,41.147,21520,50.0,4.2,1.9,9.9,2.4,1.4,1.8,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1955,Belgium,1954-04-11,Liberal Party,12.63,21420,40.0,38.8,0.4,0.8,36.4,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1956,Belgium,1954-04-11,Belgian Socialist Party,38.99,21320,30.0,-31.0,4.0,12.0,1.0,3.0,7.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1956,Belgium,1954-04-11,Flemish Christian Peoples’ Union,2.202,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1956,Belgium,1954-04-11,Francophone Christian Social Party and Flemish Christian People’s Party,41.147,21520,50.0,4.2,1.9,9.9,2.4,1.4,1.8,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1956,Belgium,1954-04-11,Liberal Party,12.63,21420,40.0,38.8,0.4,0.8,36.4,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1957,Belgium,1954-04-11,Belgian Socialist Party,38.99,21320,30.0,-31.0,4.0,12.0,1.0,3.0,7.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1957,Belgium,1954-04-11,Flemish Christian Peoples’ Union,2.202,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1957,Belgium,1954-04-11,Francophone Christian Social Party and Flemish Christian People’s Party,41.147,21520,50.0,4.2,1.9,9.9,2.4,1.4,1.8,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1957,Belgium,1954-04-11,Liberal Party,12.63,21420,40.0,38.8,0.4,0.8,36.4,0.0,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1958,Belgium,1958-06-01,Belgian Socialist Party,37.47,21320,30.0,-19.489,5.112,14.377,0.0,2.556,0.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1958,Belgium,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,46.499,21520,50.0,-3.81,0.952,20.952,4.762,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1958,Belgium,1958-06-01,Liberal Party,11.47,21420,40.0,4.712,2.618,8.377,9.686,0.785,1.571,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1958,Belgium,1958-06-01,Peoples’ Union,1.977,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1959,Belgium,1958-06-01,Belgian Socialist Party,37.47,21320,30.0,-19.489,5.112,14.377,0.0,2.556,0.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1959,Belgium,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,46.499,21520,50.0,-3.81,0.952,20.952,4.762,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1959,Belgium,1958-06-01,Liberal Party,11.47,21420,40.0,4.712,2.618,8.377,9.686,0.785,1.571,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1959,Belgium,1958-06-01,Peoples’ Union,1.977,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1960,Belgium,1958-06-01,Belgian Socialist Party,37.47,21320,30.0,-19.489,5.112,14.377,0.0,2.556,0.0,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1960,Belgium,1958-06-01,Francophone Christian Social Party and Flemish Christian People’s Party,46.499,21520,50.0,-3.81,0.952,20.952,4.762,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1960,Belgium,1958-06-01,Liberal Party,11.47,21420,40.0,4.712,2.618,8.377,9.686,0.785,1.571,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1960,Belgium,1958-06-01,Peoples’ Union,1.977,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1961,Belgium,1961-03-26,Belgian Socialist Party,36.722,21320,30.0,-19.531,3.906,9.375,0.0,1.563,0.781,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1961,Belgium,1961-03-26,Francophone Christian Social Party and Flemish Christian People’s Party,41.456,21520,50.0,-9.524,3.175,7.937,0.0,0.0,4.762,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1961,Belgium,1961-03-26,Party of Liberty and Progress,12.334,21420,40.0,17.722,0.0,3.797,13.924,1.266,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1961,Belgium,1961-03-26,Peoples’ Union,3.465,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1962,Belgium,1961-03-26,Belgian Socialist Party,36.722,21320,30.0,-19.531,3.906,9.375,0.0,1.563,0.781,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1962,Belgium,1961-03-26,Francophone Christian Social Party and Flemish Christian People’s Party,41.456,21520,50.0,-9.524,3.175,7.937,0.0,0.0,4.762,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1962,Belgium,1961-03-26,Party of Liberty and Progress,12.334,21420,40.0,17.722,0.0,3.797,13.924,1.266,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1962,Belgium,1961-03-26,Peoples’ Union,3.465,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1963,Belgium,1961-03-26,Belgian Socialist Party,36.722,21320,30.0,-19.531,3.906,9.375,0.0,1.563,0.781,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1963,Belgium,1961-03-26,Francophone Christian Social Party and Flemish Christian People’s Party,41.456,21520,50.0,-9.524,3.175,7.937,0.0,0.0,4.762,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1963,Belgium,1961-03-26,Party of Liberty and Progress,12.334,21420,40.0,17.722,0.0,3.797,13.924,1.266,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1963,Belgium,1961-03-26,Peoples’ Union,3.465,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1964,Belgium,1961-03-26,Belgian Socialist Party,36.722,21320,30.0,-19.531,3.906,9.375,0.0,1.563,0.781,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1964,Belgium,1961-03-26,Francophone Christian Social Party and Flemish Christian People’s Party,41.456,21520,50.0,-9.524,3.175,7.937,0.0,0.0,4.762,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1964,Belgium,1961-03-26,Party of Liberty and Progress,12.334,21420,40.0,17.722,0.0,3.797,13.924,1.266,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1964,Belgium,1961-03-26,Peoples’ Union,3.465,21913,90.0,1.255,1.464,0.0,1.674,0.418,0.0,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1965,Belgium,1965-05-23,Belgian Socialist Party,28.281,21320,30.0,-30.952,14.683,5.952,0.198,1.19,1.786,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1965,Belgium,1965-05-23,Francophone Christian Social Party and Flemish Christian People’s Party,34.451,21520,50.0,-3.846,1.538,13.077,0.0,0.0,1.538,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1965,Belgium,1965-05-23,Francophone Democratic Front of Francophones of Brussels,1.331,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1965,Belgium,1965-05-23,Party of Liberty and Progress,21.615,21420,40.0,8.308,1.964,8.761,16.314,0.0,1.813,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1965,Belgium,1965-05-23,Peoples’ Union,6.434,21913,90.0,-1.617,0.0,0.27,0.0,0.0,2.695,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1966,Belgium,1965-05-23,Belgian Socialist Party,28.281,21320,30.0,-30.952,14.683,5.952,0.198,1.19,1.786,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1966,Belgium,1965-05-23,Francophone Christian Social Party and Flemish Christian People’s Party,34.451,21520,50.0,-3.846,1.538,13.077,0.0,0.0,1.538,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1966,Belgium,1965-05-23,Francophone Democratic Front of Francophones of Brussels,1.331,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1966,Belgium,1965-05-23,Party of Liberty and Progress,21.615,21420,40.0,8.308,1.964,8.761,16.314,0.0,1.813,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1966,Belgium,1965-05-23,Peoples’ Union,6.434,21913,90.0,-1.617,0.0,0.27,0.0,0.0,2.695,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1967,Belgium,1965-05-23,Belgian Socialist Party,28.281,21320,30.0,-30.952,14.683,5.952,0.198,1.19,1.786,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1967,Belgium,1965-05-23,Francophone Christian Social Party and Flemish Christian People’s Party,34.451,21520,50.0,-3.846,1.538,13.077,0.0,0.0,1.538,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1967,Belgium,1965-05-23,Francophone Democratic Front of Francophones of Brussels,1.331,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1967,Belgium,1965-05-23,Party of Liberty and Progress,21.615,21420,40.0,8.308,1.964,8.761,16.314,0.0,1.813,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1967,Belgium,1965-05-23,Peoples’ Union,6.434,21913,90.0,-1.617,0.0,0.27,0.0,0.0,2.695,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Belgian Socialist Party,27.987,21320,30.0,0.503,8.04,5.025,0.0,1.005,0.503,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Christian People’s Party,20.033,21521,50.0,-12.811,4.398,9.56,1.147,1.338,2.486,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Christian Social Party,11.709,21522,50.0,-13.167,1.423,3.915,0.0,2.135,1.068,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Francophone Democratic Front of Francophones of Brussels,2.516,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Party of Liberty and Progress,20.879,21420,40.0,27.696,2.114,3.805,5.92,0.211,6.554,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Peoples’ Union,9.786,21913,90.0,-17.143,6.667,3.81,1.143,0.571,6.857,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1968,Belgium,1968-03-31,Walloon Rally,3.383,21911,90.0,-16.667,6.838,1.709,1.709,1.709,12.393,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Belgian Socialist Party,27.987,21320,30.0,0.503,8.04,5.025,0.0,1.005,0.503,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Christian People’s Party,20.033,21521,50.0,-12.811,4.398,9.56,1.147,1.338,2.486,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Christian Social Party,11.709,21522,50.0,-13.167,1.423,3.915,0.0,2.135,1.068,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Francophone Democratic Front of Francophones of Brussels,2.516,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Party of Liberty and Progress,20.879,21420,40.0,27.696,2.114,3.805,5.92,0.211,6.554,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Peoples’ Union,9.786,21913,90.0,-17.143,6.667,3.81,1.143,0.571,6.857,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1969,Belgium,1968-03-31,Walloon Rally,3.383,21911,90.0,-16.667,6.838,1.709,1.709,1.709,12.393,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Belgian Socialist Party,27.987,21320,30.0,0.503,8.04,5.025,0.0,1.005,0.503,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Christian People’s Party,20.033,21521,50.0,-12.811,4.398,9.56,1.147,1.338,2.486,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Christian Social Party,11.709,21522,50.0,-13.167,1.423,3.915,0.0,2.135,1.068,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Francophone Democratic Front of Francophones of Brussels,2.516,21912,90.0,0.459,0.0,3.67,0.0,0.0,1.376,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Party of Liberty and Progress,20.879,21420,40.0,27.696,2.114,3.805,5.92,0.211,6.554,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Peoples’ Union,9.786,21913,90.0,-17.143,6.667,3.81,1.143,0.571,6.857,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1970,Belgium,1968-03-31,Walloon Rally,3.383,21911,90.0,-16.667,6.838,1.709,1.709,1.709,12.393,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Belgian Socialist Party,27.238,21320,30.0,-25.329,8.882,6.25,0.329,1.645,6.908,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Brussels Liberal Party,1.31,21424,40.0,9.375,0.938,0.0,5.625,0.0,0.625,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Christian People’s Party,19.672,21521,50.0,-17.27,3.621,10.028,0.557,1.671,1.114,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Christian Social Party,10.379,21522,50.0,-22.222,12.698,4.762,1.587,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Francophone Democratic Front of Francophones of Brussels,4.541,21912,90.0,3.413,0.853,1.536,0.0,0.341,6.997,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Party of Liberty and Progress,9.478,21421,40.0,-3.099,4.545,6.198,3.926,0.413,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Party of Liberty and Progress,5.663,21422,40.0,-3.099,4.545,6.198,3.926,0.413,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Peoples’ Union,11.112,21913,90.0,-23.845,8.318,9.427,1.479,0.555,8.133,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1971,Belgium,1971-11-07,Walloon Rally,6.691,21911,90.0,-16.667,6.838,1.709,1.709,1.709,12.393,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Belgian Socialist Party,27.238,21320,30.0,-25.329,8.882,6.25,0.329,1.645,6.908,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Brussels Liberal Party,1.31,21424,40.0,9.375,0.938,0.0,5.625,0.0,0.625,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Christian People’s Party,19.672,21521,50.0,-17.27,3.621,10.028,0.557,1.671,1.114,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Christian Social Party,10.379,21522,50.0,-22.222,12.698,4.762,1.587,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Francophone Democratic Front of Francophones of Brussels,4.541,21912,90.0,3.413,0.853,1.536,0.0,0.341,6.997,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Party of Liberty and Progress,9.478,21421,40.0,-3.099,4.545,6.198,3.926,0.413,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Party of Liberty and Progress,5.663,21422,40.0,-3.099,4.545,6.198,3.926,0.413,0.0,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Peoples’ Union,11.112,21913,90.0,-23.845,8.318,9.427,1.479,0.555,8.133,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1972,Belgium,1971-11-07,Walloon Rally,6.691,21911,90.0,-16.667,6.838,1.709,1.709,1.709,12.393,,ETH,Ethnic and regional parties,,,,,,,,,,,,,,,,,,
BE,1973,Belgium,1971-11-07,Belgian Socialist Party,27.238,21320,30.0,-25.329,8.882,6.25,0.329,1.645,6.908,,SOC,Social democratic parties,,,,,,,,,,,,,,,,,,
BE,1973,Belgium,1971-11-07,Brussels Liberal Party,1.31,21424,40.0,9.375,0.938,0.0,5.625,0.0,0.625,,LIB,Liberal parties,,,,,,,,,,,,,,,,,,
BE,1973,Belgium,1971-11-07,Christian People’s Party,19.672,21521,50.0,-17.27,3.621,10.028,0.557,1.671,1.114,,CHR,Christian democratic parties (in Israel also Jewish parties),,,,,,,,,,,,,,,,,,
