STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2015,,8.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2016,,7.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2017,,6.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2018,,5.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2019,,4.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2020,,5.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2021,,6.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2022,,4.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2023,,4.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IE,Ireland,2024,,4.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1995,,4.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1996,,3.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1997,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1998,,3.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,1999,,2.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2000,,2.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2001,,2.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2002,,2.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2003,,4.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2004,,2.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2005,,2.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2006,,3.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2007,,2.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2008,,2.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2009,,5.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2010,,6.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2011,,6.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2012,,5.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2013,,5.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2014,,4.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2015,,4.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2016,,3.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2017,,2.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2018,,2.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2019,,3.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2020,,5.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2021,,6.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2022,,3.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2023,,3.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IS,Iceland,2024,,3.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1995,,16.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1996,,16.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1997,,16.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1998,,16.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,1999,,16.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2000,,14.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2001,,13.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2002,,12.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2003,,12.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2004,,10.2,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2005,,10.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2006,,8.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2007,,7.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2008,,8.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2009,,9.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2010,,9.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2011,,9.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2012,,11.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2013,,13.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2014,,13.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2015,,12.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2016,,12.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2017,,12.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2018,,11.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2019,,11.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2020,,10.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2021,,10.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2022,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2023,,8.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,IT,Italy,2024,,7.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,1998,,11.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,1999,,12.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2000,,13.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2001,,14.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2002,,12.8,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2003,,13.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2004,,11.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2005,,8.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2006,,5.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2007,,4.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2008,,5.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2009,,10.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2010,,14.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2011,,12.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2012,,11.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2013,,10.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2014,,9.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2015,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2016,,6.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2017,,5.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2018,,5.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2019,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2020,,7.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2021,,6.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2022,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2023,,6.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LT,Lithuania,2024,,6.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1995,,4.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1996,,4.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1997,,3.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1998,,4.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,1999,,3.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2000,,3.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2001,,2.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2002,,3.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2003,,4.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2004,,7.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2005,,5.8,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2006,,6.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2007,,4.7,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2008,,6.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2009,,6.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2010,,5.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2011,,6.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2012,,5.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2013,,6.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2014,,5.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2015,,7.4,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2016,,6.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2017,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2018,,5.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2019,,5.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2020,,7.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2021,,5.6,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2022,,4.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2023,,5.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LU,Luxembourg,2024,,6.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LV,Latvia,1998,,13.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LV,Latvia,1999,,13.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LV,Latvia,2000,,13.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LV,Latvia,2001,,12.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),Unemployment rates by citizenship,A,Annual,PC,Percentage,F,Females,Y15-74,From 15 to 74 years,TOTAL,Total,LV,Latvia,2002,,12.8,,b,break in time series,,
