geo,year,country,election_date,party_name,vote_share_percent,parfam,right_left_position,planned_economy,welfare_state,market_economy,inter_positive,democracy,sustainability_positive,parfam_code,parfam_label,party_code,wealth_top10_share,rel_immigration,gdp_per_cap,urban_population_pct,inflation_rate,unemployment_rate,Tertiary education,debt_to_gdp,dependency_ratio_15_64,median_age
LV,2001,Latvia,1998-10-03,Latvian Way Union,18.148,40.0,4.441,3.903,6.864,4.172,2.288,1.077,,LIB,Liberal parties,87410,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
LV,1998,Latvia,1998-10-03,For Fatherland and Freedom - Latvian National Independence Movement,14.732,70.0,0.971,3.236,9.169,2.913,3.991,1.402,,NAT,Nationalist and radical right parties,87723,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1998,Latvia,1998-10-03,Latvian Social Democratic Alliance,12.878,30.0,-1.932,3.418,12.779,1.634,2.377,1.634,,SOC,Social democratic parties,87311,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1998,Latvia,1998-10-03,Latvian Way Union,18.148,40.0,4.441,3.903,6.864,4.172,2.288,1.077,,LIB,Liberal parties,87410,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1998,Latvia,1998-10-03,National Harmony Party,14.201,20.0,-17.647,3.782,16.387,0.0,3.361,3.782,,LEF,Socialist or other left parties,87421,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1998,Latvia,1998-10-03,New Party,7.348,40.0,19.767,4.651,5.814,1.163,2.326,2.326,,LIB,Liberal parties,87431,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1998,Latvia,1998-10-03,People’s Party,21.305,60.0,4.918,2.049,11.066,1.639,0.82,0.41,,CON,Conservative parties,87610,0.6525000000000001,0.12958404062374612,3.65872177157615,68.1257188379637,4.3,14.5,14.2,98.1,51.1,37.1
LV,1999,Latvia,1998-10-03,For Fatherland and Freedom - Latvian National Independence Movement,14.732,70.0,0.971,3.236,9.169,2.913,3.991,1.402,,NAT,Nationalist and radical right parties,87723,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,1999,Latvia,1998-10-03,Latvian Social Democratic Alliance,12.878,30.0,-1.932,3.418,12.779,1.634,2.377,1.634,,SOC,Social democratic parties,87311,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,1999,Latvia,1998-10-03,Latvian Way Union,18.148,40.0,4.441,3.903,6.864,4.172,2.288,1.077,,LIB,Liberal parties,87410,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,1999,Latvia,1998-10-03,New Party,7.348,40.0,19.767,4.651,5.814,1.163,2.326,2.326,,LIB,Liberal parties,87431,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,1999,Latvia,1998-10-03,People’s Party,21.305,60.0,4.918,2.049,11.066,1.639,0.82,0.41,,CON,Conservative parties,87610,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,2000,Latvia,1998-10-03,For Fatherland and Freedom - Latvian National Independence Movement,14.732,70.0,0.971,3.236,9.169,2.913,3.991,1.402,,NAT,Nationalist and radical right parties,87723,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2000,Latvia,1998-10-03,Latvian Social Democratic Alliance,12.878,30.0,-1.932,3.418,12.779,1.634,2.377,1.634,,SOC,Social democratic parties,87311,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2000,Latvia,1998-10-03,Latvian Way Union,18.148,40.0,4.441,3.903,6.864,4.172,2.288,1.077,,LIB,Liberal parties,87410,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2000,Latvia,1998-10-03,National Harmony Party,14.201,20.0,-17.647,3.782,16.387,0.0,3.361,3.782,,LEF,Socialist or other left parties,87421,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2000,Latvia,1998-10-03,New Party,7.348,40.0,19.767,4.651,5.814,1.163,2.326,2.326,,LIB,Liberal parties,87431,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2000,Latvia,1998-10-03,People’s Party,21.305,60.0,4.918,2.049,11.066,1.639,0.82,0.41,,CON,Conservative parties,87610,0.6525000000000001,0.27382737428987775,7.8444195658347,68.0163660524785,2.6,14.2,15.1,15.0,48.8,37.9
LV,2001,Latvia,1998-10-03,For Fatherland and Freedom - Latvian National Independence Movement,14.732,70.0,0.971,3.236,9.169,2.913,3.991,1.402,,NAT,Nationalist and radical right parties,87723,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
LV,2001,Latvia,1998-10-03,People’s Party,21.305,60.0,4.918,2.049,11.066,1.639,0.82,0.41,,CON,Conservative parties,87610,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
LV,2001,Latvia,1998-10-03,New Party,7.348,40.0,19.767,4.651,5.814,1.163,2.326,2.326,,LIB,Liberal parties,87431,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
LV,2001,Latvia,1998-10-03,Latvian Social Democratic Alliance,12.878,30.0,-1.932,3.418,12.779,1.634,2.377,1.634,,SOC,Social democratic parties,87311,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
LV,1999,Latvia,1998-10-03,National Harmony Party,14.201,20.0,-17.647,3.782,16.387,0.0,3.361,3.782,,LEF,Socialist or other left parties,87421,0.6525000000000001,0.07584244516377868,6.86619861333267,68.0520561441955,2.1,13.8,14.8,14.8,50.0,37.5
LV,2001,Latvia,1998-10-03,National Harmony Party,14.201,20.0,-17.647,3.782,16.387,0.0,3.361,3.782,,LEF,Socialist or other left parties,87421,0.6514,0.23002177847567784,8.92368151151518,67.9813450702046,2.5,13.9,14.9,17.8,48.1,38.2
EE,2002,Estonia,1999-03-07,Coalition Party,7.633,80.0,6.849,1.37,11.644,5.479,2.055,4.11,,AGR,Agrarian parties,83713,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,2002,Estonia,1999-03-07,Estonian Center Party,23.414,40.0,16.194,1.619,17.814,0.0,2.024,1.619,,LIB,Liberal parties,83411,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,2002,Estonia,1999-03-07,Estonian United People’s Party,6.13,90.0,-24.359,6.41,10.256,0.0,1.282,17.949,,ETH,Ethnic and regional parties,83952,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,2002,Estonia,1999-03-07,Estonian Rural People’s Party,7.27,80.0,-12.658,4.43,13.924,6.962,0.0,1.899,,AGR,Agrarian parties,83810,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,2002,Estonia,1999-03-07,Estonian Reform Party,15.919,40.0,8.594,0.0,19.531,14.844,3.125,5.469,,LIB,Liberal parties,83430,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,1999,Estonia,1999-03-07,Estonian Reform Party,15.919,40.0,8.594,0.0,19.531,14.844,3.125,5.469,,LIB,Liberal parties,83430,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,1999,Estonia,1999-03-07,Estonian Center Party,23.414,40.0,16.194,1.619,17.814,0.0,2.024,1.619,,LIB,Liberal parties,83411,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,1999,Estonia,1999-03-07,Coalition Party,7.633,80.0,6.849,1.37,11.644,5.479,2.055,4.11,,AGR,Agrarian parties,83713,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,2002,Estonia,1999-03-07,Pro Patria Union,16.09,60.0,22.222,3.704,12.346,12.346,0.0,1.235,,CON,Conservative parties,83709,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,1999,Estonia,1999-03-07,Estonian Rural People’s Party,7.27,80.0,-12.658,4.43,13.924,6.962,0.0,1.899,,AGR,Agrarian parties,83810,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,1999,Estonia,1999-03-07,Estonian United People’s Party,6.13,90.0,-24.359,6.41,10.256,0.0,1.282,17.949,,ETH,Ethnic and regional parties,83952,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,1999,Estonia,1999-03-07,People’s Party Moderates,15.205,30.0,-10.18,4.192,16.766,4.192,2.395,7.186,,SOC,Social democratic parties,83410,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,1999,Estonia,1999-03-07,Pro Patria Union,16.09,60.0,22.222,3.704,12.346,12.346,0.0,1.235,,CON,Conservative parties,83709,0.672,0.0025053955482700245,9.55642258870186,67.385529072627,3.1,11.6,24.7,59.3,50.6,37.5
EE,2000,Estonia,1999-03-07,Coalition Party,7.633,80.0,6.849,1.37,11.644,5.479,2.055,4.11,,AGR,Agrarian parties,83713,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2002,Estonia,1999-03-07,People’s Party Moderates,15.205,30.0,-10.18,4.192,16.766,4.192,2.395,7.186,,SOC,Social democratic parties,83410,0.6766,0.041686301518831334,8.27372395680648,67.4341760348669,3.6,10.0,24.4,56.6,47.8,38.5
EE,2000,Estonia,1999-03-07,Estonian Reform Party,15.919,40.0,8.594,0.0,19.531,14.844,3.125,5.469,,LIB,Liberal parties,83430,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2001,Estonia,1999-03-07,Pro Patria Union,16.09,60.0,22.222,3.704,12.346,12.346,0.0,1.235,,CON,Conservative parties,83709,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2001,Estonia,1999-03-07,People’s Party Moderates,15.205,30.0,-10.18,4.192,16.766,4.192,2.395,7.186,,SOC,Social democratic parties,83410,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2001,Estonia,1999-03-07,Estonian United People’s Party,6.13,90.0,-24.359,6.41,10.256,0.0,1.282,17.949,,ETH,Ethnic and regional parties,83952,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2001,Estonia,1999-03-07,Estonian Rural People’s Party,7.27,80.0,-12.658,4.43,13.924,6.962,0.0,1.899,,AGR,Agrarian parties,83810,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2001,Estonia,1999-03-07,Estonian Reform Party,15.919,40.0,8.594,0.0,19.531,14.844,3.125,5.469,,LIB,Liberal parties,83430,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2001,Estonia,1999-03-07,Estonian Center Party,23.414,40.0,16.194,1.619,17.814,0.0,2.024,1.619,,LIB,Liberal parties,83411,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2000,Estonia,1999-03-07,Estonian Center Party,23.414,40.0,16.194,1.619,17.814,0.0,2.024,1.619,,LIB,Liberal parties,83411,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2001,Estonia,1999-03-07,Coalition Party,7.633,80.0,6.849,1.37,11.644,5.479,2.055,4.11,,AGR,Agrarian parties,83713,0.6702,0.017361673924710847,7.61250041092767,67.4090870965661,5.6,13.1,24.8,49.3,48.2,38.2
EE,2000,Estonia,1999-03-07,Pro Patria Union,16.09,60.0,22.222,3.704,12.346,12.346,0.0,1.235,,CON,Conservative parties,83709,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2000,Estonia,1999-03-07,People’s Party Moderates,15.205,30.0,-10.18,4.192,16.766,4.192,2.395,7.186,,SOC,Social democratic parties,83410,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2000,Estonia,1999-03-07,Estonian United People’s Party,6.13,90.0,-24.359,6.41,10.256,0.0,1.282,17.949,,ETH,Ethnic and regional parties,83952,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
EE,2000,Estonia,1999-03-07,Estonian Rural People’s Party,7.27,80.0,-12.658,4.43,13.924,6.962,0.0,1.899,,AGR,Agrarian parties,83810,0.6737000000000001,0.0025053955482700245,6.55731967784041,67.3926456349791,3.9,13.4,24.1,51.1,48.6,37.9
FI,2000,Finland,1999-03-21,Swedish People’s Party,5.51,90.0,14.516,0.0,15.323,3.226,0.806,0.806,,ETH,Ethnic and regional parties,14901,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,National Coalition,21.03,60.0,29.464,0.0,8.036,14.286,1.786,1.786,,CON,Conservative parties,14620,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,Left Wing Alliance,10.878,20.0,-38.168,8.651,29.517,0.509,5.344,0.763,,LEF,Socialist or other left parties,14223,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2001,Finland,1999-03-21,Finnish Centre,22.399,80.0,-1.049,0.699,15.035,2.098,4.895,1.399,,AGR,Agrarian parties,14810,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2001,Finland,1999-03-21,Finnish Christian Union,4.127,50.0,19.444,0.0,18.056,0.0,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),14520,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2001,Finland,1999-03-21,Finnish Social Democrats,22.86,30.0,-1.37,0.0,21.918,6.849,2.74,0.0,,SOC,Social democratic parties,14320,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2000,Finland,1999-03-21,Green Union,7.27,10.0,-6.25,0.0,14.063,0.391,2.734,0.781,,ECO,Ecological parties,14110,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,Finnish Social Democrats,22.86,30.0,-1.37,0.0,21.918,6.849,2.74,0.0,,SOC,Social democratic parties,14320,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,Finnish Christian Union,4.127,50.0,19.444,0.0,18.056,0.0,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),14520,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,Finnish Centre,22.399,80.0,-1.049,0.699,15.035,2.098,4.895,1.399,,AGR,Agrarian parties,14810,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2000,Finland,1999-03-21,True Finns,0.99,70.0,-5.882,2.674,9.091,2.674,0.0,20.856,,NAT,Nationalist and radical right parties,14820,0.5697,0.3263971760027464,2.40682902219235,67.4982392821958,3.0,11.1,27.1,42.4,49.4,39.2
FI,2001,Finland,1999-03-21,Green Union,7.27,10.0,-6.25,0.0,14.063,0.391,2.734,0.781,,ECO,Ecological parties,14110,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,1999,Finland,1999-03-21,True Finns,0.99,70.0,-5.882,2.674,9.091,2.674,0.0,20.856,,NAT,Nationalist and radical right parties,14820,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,1999,Finland,1999-03-21,National Coalition,21.03,60.0,29.464,0.0,8.036,14.286,1.786,1.786,,CON,Conservative parties,14620,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,2002,Finland,1999-03-21,True Finns,0.99,70.0,-5.882,2.674,9.091,2.674,0.0,20.856,,NAT,Nationalist and radical right parties,14820,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2002,Finland,1999-03-21,Swedish People’s Party,5.51,90.0,14.516,0.0,15.323,3.226,0.806,0.806,,ETH,Ethnic and regional parties,14901,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2002,Finland,1999-03-21,National Coalition,21.03,60.0,29.464,0.0,8.036,14.286,1.786,1.786,,CON,Conservative parties,14620,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2002,Finland,1999-03-21,Left Wing Alliance,10.878,20.0,-38.168,8.651,29.517,0.509,5.344,0.763,,LEF,Socialist or other left parties,14223,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2002,Finland,1999-03-21,Green Union,7.27,10.0,-6.25,0.0,14.063,0.391,2.734,0.781,,ECO,Ecological parties,14110,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2002,Finland,1999-03-21,Finnish Social Democrats,22.86,30.0,-1.37,0.0,21.918,6.849,2.74,0.0,,SOC,Social democratic parties,14320,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,1999,Finland,1999-03-21,Swedish People’s Party,5.51,90.0,14.516,0.0,15.323,3.226,0.806,0.806,,ETH,Ethnic and regional parties,14901,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,2002,Finland,1999-03-21,Finnish Centre,22.399,80.0,-1.049,0.699,15.035,2.098,4.895,1.399,,AGR,Agrarian parties,14810,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,2001,Finland,1999-03-21,True Finns,0.99,70.0,-5.882,2.674,9.091,2.674,0.0,20.856,,NAT,Nationalist and radical right parties,14820,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2001,Finland,1999-03-21,Swedish People’s Party,5.51,90.0,14.516,0.0,15.323,3.226,0.806,0.806,,ETH,Ethnic and regional parties,14901,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2001,Finland,1999-03-21,National Coalition,21.03,60.0,29.464,0.0,8.036,14.286,1.786,1.786,,CON,Conservative parties,14620,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
FI,2002,Finland,1999-03-21,Finnish Christian Union,4.127,50.0,19.444,0.0,18.056,0.0,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),14520,0.5641,0.3482868700868631,1.76883520334854,68.0425549126858,2.0,10.4,26.9,40.1,49.5,39.8
FI,1999,Finland,1999-03-21,Finnish Centre,22.399,80.0,-1.049,0.699,15.035,2.098,4.895,1.399,,AGR,Agrarian parties,14810,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,1999,Finland,1999-03-21,Finnish Christian Union,4.127,50.0,19.444,0.0,18.056,0.0,0.0,0.0,,CHR,Christian democratic parties (in Israel also Jewish parties),14520,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,1999,Finland,1999-03-21,Finnish Social Democrats,22.86,30.0,-1.37,0.0,21.918,6.849,2.74,0.0,,SOC,Social democratic parties,14320,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,1999,Finland,1999-03-21,Green Union,7.27,10.0,-6.25,0.0,14.063,0.391,2.734,0.781,,ECO,Ecological parties,14110,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,1999,Finland,1999-03-21,Left Wing Alliance,10.878,20.0,-38.168,8.651,29.517,0.509,5.344,0.763,,LEF,Socialist or other left parties,14223,0.5670000000000001,0.2854336310665778,5.53441379935349,67.1227685349539,1.3,11.7,26.3,44.0,49.6,38.9
FI,2001,Finland,1999-03-21,Left Wing Alliance,10.878,20.0,-38.168,8.651,29.517,0.509,5.344,0.763,,LEF,Socialist or other left parties,14223,0.5612,0.36536181131563406,1.44115409187744,67.7951641569199,2.7,10.3,27.0,40.8,49.4,39.5
LU,2003,Luxembourg,1999-06-13,Democratic Party,22.4,40.0,1.237,4.612,4.949,3.712,1.012,6.074,,LIB,Liberal parties,23420,0.6152000000000001,2.913446848083608,2.76088619019987,85.9799097226846,2.5,3.7,12.6,74.3,49.0,37.7
BE,2002,Belgium,1999-06-13,Flemish Liberals and Democrats,14.304,40.0,5.556,4.886,8.3,1.941,1.673,2.677,,LIB,Liberal parties,21421,0.5256000000000001,1.1019004072958065,0.615852527269695,82.9609538786731,1.5,6.9,24.9,10.5,52.6,39.3
BE,2002,Belgium,1999-06-13,Flemish Bloc,9.87,70.0,-2.997,0.954,10.014,1.839,3.065,3.474,,NAT,Nationalist and radical right parties,21914,0.5256000000000001,1.1019004072958065,0.615852527269695,82.9609538786731,1.5,6.9,24.9,10.5,52.6,39.3
BE,2002,Belgium,1999-06-13,Ecologists,7.359,10.0,-19.763,3.614,18.295,0.96,3.275,4.517,,ECO,Ecological parties,21111,0.5256000000000001,1.1019004072958065,0.615852527269695,82.9609538786731,1.5,6.9,24.9,10.5,52.6,39.3
BE,2002,Belgium,1999-06-13,Christian Social Party,5.879,50.0,-11.928,4.412,15.686,1.961,3.922,1.961,,CHR,Christian democratic parties (in Israel also Jewish parties),21522,0.5256000000000001,1.1019004072958065,0.615852527269695,82.9609538786731,1.5,6.9,24.9,10.5,52.6,39.3
BE,2002,Belgium,1999-06-13,Christian Democratic and Flemish,14.088,50.0,-4.185,3.391,17.244,0.722,2.165,1.371,,CHR,Christian democratic parties (in Israel also Jewish parties),21521,0.5256000000000001,1.1019004072958065,0.615852527269695,82.9609538786731,1.5,6.9,24.9,10.5,52.6,39.3
BE,2001,Belgium,1999-06-13,People’s Union - Complete Democracy for the 21st century,5.561,90.0,-6.612,4.932,12.304,2.385,1.951,4.553,,ETH,Ethnic and regional parties,21915,0.5262,1.07334125952577,1.25199428184297,82.6509663267055,2.4,6.2,24.4,10.8,52.5,39.0
BE,2001,Belgium,1999-06-13,Francophone Socialist Party,10.165,30.0,-14.869,7.888,21.668,0.907,5.712,2.72,,SOC,Social democratic parties,21322,0.5262,1.07334125952577,1.25199428184297,82.6509663267055,2.4,6.2,24.4,10.8,52.5,39.0
BE,2001,Belgium,1999-06-13,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,10.14,40.0,-7.805,5.537,9.006,2.402,0.867,4.603,,LIB,Liberal parties,21425,0.5262,1.07334125952577,1.25199428184297,82.6509663267055,2.4,6.2,24.4,10.8,52.5,39.0
LU,2002,Luxembourg,1999-06-13,Green Left Ecological Initiative - Green Alternative,9.6,10.0,-4.889,4.202,11.841,0.0,3.056,9.244,,ECO,Ecological parties,23113,0.6147,2.712164509441363,1.3798933925965,85.5906295073034,2.1,2.6,16.2,74.4,48.9,37.4
LU,2002,Luxembourg,1999-06-13,Socialist Workers’ Party of Luxembourg,22.2,30.0,-20.891,6.397,13.198,0.648,2.834,4.939,,SOC,Social democratic parties,23320,0.6147,2.712164509441363,1.3798933925965,85.5906295073034,2.1,2.6,16.2,74.4,48.9,37.4
LU,2003,Luxembourg,1999-06-13,Action Committee for Democracy and Pension Justice,10.4,95.0,1.949,4.678,12.671,1.17,0.195,3.899,,SIP,Special issue parties,23951,0.6152000000000001,2.913446848083608,2.76088619019987,85.9799097226846,2.5,3.7,12.6,74.3,49.0,37.7
LU,2003,Luxembourg,1999-06-13,Christian Social People’s Party,30.1,50.0,-10.781,5.311,12.533,4.089,1.806,1.912,,CHR,Christian democratic parties (in Israel also Jewish parties),23520,0.6152000000000001,2.913446848083608,2.76088619019987,85.9799097226846,2.5,3.7,12.6,74.3,49.0,37.7
BE,2001,Belgium,1999-06-13,Live Differently,6.991,10.0,-16.68,5.756,10.376,1.175,6.46,5.442,,ECO,Ecological parties,21112,0.5262,1.07334125952577,1.25199428184297,82.6509663267055,2.4,6.2,24.4,10.8,52.5,39.0
BE,2001,Belgium,1999-06-13,Flemish Bloc,9.87,70.0,-2.997,0.954,10.014,1.839,3.065,3.474,,NAT,Nationalist and radical right parties,21914,0.5262,1.07334125952577,1.25199428184297,82.6509663267055,2.4,6.2,24.4,10.8,52.5,39.0
LU,2000,Luxembourg,1999-06-13,Christian Social People’s Party,30.1,50.0,-10.781,5.311,12.533,4.089,1.806,1.912,,CHR,Christian democratic parties (in Israel also Jewish parties),23520,0.619,2.6965390786156314,1.8545751855653,84.8173254067976,3.8,2.3,16.7,74.9,49.7,37.3
LU,2002,Luxembourg,1999-06-13,Christian Social People’s Party,30.1,50.0,-10.781,5.311,12.533,4.089,1.806,1.912,,CHR,Christian democratic parties (in Israel also Jewish parties),23520,0.6147,2.712164509441363,1.3798933925965,85.5906295073034,2.1,2.6,16.2,74.4,48.9,37.4
BE,1999,Belgium,1999-06-13,Flemish Liberals and Democrats,14.304,40.0,5.556,4.886,8.3,1.941,1.673,2.677,,LIB,Liberal parties,21421,0.5273,0.8959539013607793,3.46547823151502,82.0152520403035,1.1,8.7,23.1,11.5,52.2,38.5
BE,1999,Belgium,1999-06-13,Flemish Socialist Party,9.549,30.0,-1.429,3.492,22.857,3.175,4.762,0.159,,SOC,Social democratic parties,21321,0.5273,0.8959539013607793,3.46547823151502,82.0152520403035,1.1,8.7,23.1,11.5,52.2,38.5
